 TOT_TRANS,NO_HIGH_RISK_TXN,NO_OF_ACCOUNTS,TVHR_TRAN_AMT,CUSTOMER_RISK_LEVEL,ALERT_STATUS
77,3,12,1235559,3,1
114,14,11,147216,5,1
77,13,4,6362307,2,1
105,13,19,184778,7,1
76,6,16,8995790,4,1
43,5,3,9902481,6,1
94,13,14,5661801,7,1
54,6,17,6469487,9,1
72,11,10,1186702,4,1
68,6,19,3179740,5,1
136,15,16,162411,5,1
77,11,11,7181543,9,1
67,5,9,1612268,6,1
76,12,18,677516,5,1
79,10,11,1726252,3,1
89,13,14,5642337,6,1
68,4,9,7747907,5,1
44,11,17,7657578,1,1
101,10,15,7690824,3,1
96,9,12,9786587,3,1
68,3,16,9042946,7,1
128,8,4,9344336,7,1
62,2,18,4524059,2,1
113,9,5,9948271,7,1
86,4,13,9001440,8,1
103,13,11,5704454,8,1
74,7,10,3176466,8,1
134,8,8,5371886,5,1
70,3,15,5539518,5,1
72,11,6,6059096,4,1
57,10,13,9602036,6,1
66,10,4,6653047,3,1
36,13,17,1606918,3,1
106,5,14,1727799,8,1
110,9,11,9700724,2,1
47,5,8,10129246,8,1
98,7,7,785162,2,1
63,7,7,4578298,5,1
50,9,13,1609959,4,1
131,13,9,9812153,1,1
124,5,5,7917311,3,1
92,6,12,1216952,5,1
92,8,8,9781277,5,1
111,9,6,783524,2,1
102,4,1,9925232,6,1
137,9,4,8563659,5,1
109,11,15,2787413,8,1
56,8,17,4268128,2,1
81,11,8,8847254,5,1
62,4,14,2667689,4,1
103,12,4,6868844,4,1
131,0,12,0,6,1
91,6,5,1683842,8,1
129,12,17,7451398,4,1
114,8,18,11816485,5,1
62,5,4,4665367,9,1
65,0,10,0,2,1
63,10,15,9583725,9,1
96,12,10,9938245,1,1
56,4,17,10089851,6,1
65,2,5,8045988,8,1
113,12,8,1253338,4,1
62,2,11,373022,4,1
142,11,10,8395637,4,1
61,7,2,2981341,4,1
63,7,6,4661574,6,1
143,12,9,9952819,1,1
72,13,8,1885926,3,1
137,15,16,162104,5,1
67,8,12,6482477,7,1
116,4,17,10982852,2,1
96,6,13,5669708,6,1
127,6,6,5717250,5,1
67,8,19,3176174,4,1
72,7,8,3422258,7,1
88,6,12,10111112,10,1
90,10,15,6499571,3,1
85,4,17,8996325,7,1
52,12,17,7664621,1,1
60,7,5,9899161,6,1
91,7,5,9765646,9,1
109,6,9,1392725,6,1
132,3,12,3451866,4,1
34,4,19,11251109,7,1
104,4,9,8653569,9,1
76,12,7,1885046,3,1
116,12,17,5716711,5,1
114,2,8,3178003,2,1
51,13,10,677668,5,1
65,0,10,0,3,1
29,10,9,3706926,8,1
114,1,16,1892218,8,1
97,10,12,703998,7,1
54,10,11,9641931,4,1
59,7,9,466921,2,1
49,10,15,4148299,2,1
52,12,9,3695879,1,1
32,11,14,6472643,8,1
46,8,17,8280375,2,1
48,3,7,2974765,5,1
65,7,15,1132526,7,1
35,7,3,8789638,1,1
97,13,4,11973205,7,1
95,2,13,6134137,1,1
78,9,12,8995647,3,1
100,5,10,11738407,5,1
104,9,11,10986066,2,1
93,3,8,10588110,6,1
62,9,17,5455530,4,1
62,11,12,9629752,6,1
134,8,19,6039605,1,1
35,6,19,5722039,6,1
133,4,8,5327602,4,1
59,6,1,6807822,6,1
62,10,16,4113650,3,1
128,11,16,9698236,3,1
103,5,18,9688976,8,1
103,8,10,7030531,8,1
44,8,15,7655798,2,1
125,10,4,11224286,1,1
88,12,4,6877328,5,1
124,11,18,6052120,3,1
34,4,9,6775155,10,1
141,3,12,3449466,4,1
61,9,2,8787455,1,1
65,11,13,5685732,6,1
99,10,12,7894301,4,1
52,11,16,4146726,2,1
59,10,18,8267887,1,1
121,5,14,10608623,2,1
63,9,3,6650390,4,1
122,7,5,9938545,4,1
114,10,16,7152195,7,1
65,9,15,9033206,4,1
122,10,10,5685602,6,1
48,11,8,6673136,1,1
119,14,12,693091,5,1
30,6,19,154803,7,1
83,2,6,8063041,6,1
120,5,1,7029754,8,1
92,1,15,8038985,1,1
114,6,9,9753224,8,1
105,5,8,1541523,3,1
78,0,6,0,8,1
55,5,17,5484540,2,1
97,11,12,1193713,5,1
70,5,19,5188108,7,1
82,12,14,5668216,6,1
81,11,13,4113604,3,1
49,0,3,0,9,1
51,2,12,3195562,4,1
117,7,6,7029573,8,1
72,3,15,5538767,5,1
149,7,14,8107830,3,1
112,12,13,2799032,6,1
40,12,2,156779,8,1
38,12,19,361884,1,1
57,3,10,7666762,7,1
131,11,4,9364276,8,1
38,11,7,6672637,1,1
68,2,18,4525032,2,1
86,10,9,4237509,5,1
107,11,6,8511241,4,1
73,4,1,6805772,4,1
55,8,13,10047757,4,1
63,7,7,3424976,6,1
75,9,13,7133454,4,1
53,12,10,4275540,7,1
97,10,8,1970054,7,1
98,8,8,7435786,8,1
54,4,2,2971396,3,1
114,9,4,8562076,4,1
82,7,10,3942628,5,1
116,7,4,8792927,2,1
101,5,6,10087004,7,1
36,7,19,6542738,6,1
123,7,11,4106606,7,1
73,5,5,6898960,7,1
113,13,13,5665061,7,1
102,8,11,8998509,8,1
67,1,9,375265,4,1
74,7,18,3471922,4,1
134,6,11,8102298,1,1
58,2,15,9584609,5,1
95,1,11,993771,8,1
75,13,5,4162518,9,1
59,11,14,3642711,5,1
46,8,2,6193655,4,1
76,5,10,1365311,2,1
74,11,12,1186470,4,1
41,12,9,921025,9,1
87,10,4,3954898,6,1
103,4,1,9925430,6,1
60,7,8,9781955,9,1
106,5,8,1542600,3,1
127,8,12,3939220,5,1
121,2,14,3175770,7,1
68,9,12,9634389,5,1
75,10,10,1726398,3,1
115,3,14,6064433,3,1
132,0,12,0,6,1
123,6,8,4107757,8,1
122,8,9,4256282,3,1
72,11,3,1191667,8,1
120,0,11,0,6,1
125,9,3,948329,5,1
98,14,8,148442,6,1
84,10,18,5720759,5,1
48,5,6,4575525,2,1
138,4,12,3440377,5,1
67,7,15,4268541,1,1
90,7,9,2061446,9,1
46,7,10,9789032,9,1
132,6,6,5352374,5,1
107,12,13,2832242,2,1
60,9,8,4572074,7,1
40,11,16,7652860,1,1
69,5,4,329777,6,1
43,11,17,7656131,1,1
96,2,5,4477939,2,1
83,10,15,7148584,7,1
64,7,5,9898317,6,1
120,12,8,10787133,6,1
101,6,7,6165855,7,1
95,15,16,140792,4,1
96,10,15,6042862,4,1
70,6,5,7457550,6,1
119,2,14,6126438,1,1
72,12,6,6064988,5,1
138,12,10,9704088,8,1
139,6,15,3463569,3,1
96,2,15,8057490,3,1
59,6,7,1206196,5,1
94,4,12,342612,4,1
93,12,12,1789622,7,1
126,1,9,8678709,4,1
113,3,10,8792334,5,1
130,11,4,1804031,7,1
90,10,15,6499131,3,1
49,4,10,4579381,1,1
79,7,9,4578785,7,1
69,6,18,3181376,5,1
65,3,9,7665859,6,1
99,9,10,11480012,5,1
121,6,4,9351839,7,1
137,4,5,1747753,2,1
52,4,11,7661605,5,1
60,5,8,1211198,5,1
77,10,9,1728070,3,1
123,1,11,3177079,4,1
73,4,6,9569272,7,1
113,5,15,8101439,6,1
57,4,6,4485681,5,1
96,15,16,140900,4,1
70,11,11,7169631,7,1
112,0,14,0,5,1
116,8,16,340131,4,1
54,5,4,6805791,7,1
126,11,4,1805438,7,1
65,11,14,5686807,5,1
73,11,4,5449779,4,1
110,6,9,4561525,6,1
105,10,12,11484997,3,1
84,9,17,7881720,5,1
98,4,18,9682780,7,1
38,8,19,6540615,6,1
77,11,12,1868455,4,1
64,11,18,676101,5,1
62,7,15,5477662,2,1
92,4,5,5453696,4,1
118,10,7,5948824,6,1
30,6,17,167303,6,1
89,13,5,11972090,8,1
115,3,14,6064698,3,1
45,4,4,10841720,6,1
60,10,3,6651783,3,1
129,10,12,1216646,6,1
43,7,16,5243392,3,1
42,2,16,3017542,2,1
97,8,2,5879986,3,1
98,10,14,9003650,6,1
81,3,5,6893630,5,1
98,11,9,7409373,6,1
91,13,8,3159584,6,1
36,13,17,1607966,3,1
119,3,14,6064822,3,1
106,2,11,3182545,3,1
85,6,18,3176085,4,1
137,11,6,2421029,1,1
116,6,14,3457288,4,1
80,7,5,5447691,5,1
76,3,8,7740420,7,1
74,4,9,7667370,5,1
92,6,16,1882885,6,1
63,6,12,6593737,3,1
55,6,8,4686849,4,1
119,0,7,0,4,1
116,8,3,11971793,6,1
62,4,3,2980978,6,1
29,13,12,3647013,7,1
49,5,18,11256820,8,1
122,14,12,146621,5,1
71,13,9,1883376,3,1
32,8,14,155204,7,1
75,0,10,0,8,1
82,8,2,1186741,6,1
40,5,3,9903086,6,1
85,3,10,2477968,5,1
59,1,16,1269153,7,1
48,4,8,10128050,9,1
89,13,11,8558740,9,1
64,6,12,6574091,3,1
138,12,20,6042868,3,1
52,7,13,7662596,4,1
52,10,13,5664194,5,1
48,10,16,7661087,1,1
42,9,5,3249278,6,1
100,2,6,3271113,7,1
86,8,10,10781977,8,1
52,11,14,11613469,3,1
68,7,19,3178782,4,1
38,12,14,4274966,6,1
93,3,8,10587650,6,1
81,7,3,5884028,2,1
60,12,16,11609622,2,1
52,12,15,6542202,6,1
127,14,14,7180537,7,1
56,10,3,6654469,3,1
71,8,8,341895,4,1
104,11,13,6058985,4,1
58,7,9,467085,2,1
64,10,14,8267730,9,1
96,9,10,8414026,5,1
136,15,16,164183,5,1
96,9,11,6047761,3,1
54,12,16,11608916,2,1
100,12,15,320006,2,1
81,2,11,2480213,4,1
83,6,13,10111640,10,1
83,8,9,4578559,8,1
73,6,17,5639747,7,1
75,12,3,7918272,6,1
53,6,6,467829,2,1
81,11,5,1193749,8,1
42,2,15,2983949,9,1
117,9,3,8529228,2,1
121,9,5,9344897,7,1
68,3,16,9046041,8,1
107,4,14,1885269,7,1
83,5,12,9624494,6,1
56,11,11,7165594,8,1
91,4,8,9005669,9,1
44,4,4,10840855,5,1
37,7,4,8785402,2,1
94,6,15,3456783,5,1
95,8,16,7127924,5,1
72,8,15,9617958,7,1
61,10,14,3643629,5,1
121,2,16,5218114,8,1
106,8,8,7670541,1,1
73,6,10,4224624,6,1
74,10,6,6657853,3,1
114,12,18,193912,5,1
105,9,17,7131405,5,1
101,15,8,9364510,9,1
124,13,18,340343,2,1
96,6,3,7333009,7,1
138,9,11,3733779,8,1
71,1,6,8045937,7,1
131,7,6,5343968,3,1
39,8,9,2398757,6,1
36,13,7,7557597,9,1
74,5,11,9623694,5,1
55,7,2,6868950,3,1
73,5,14,7686889,7,1
46,4,12,10430308,5,1
145,9,6,9950012,2,1
71,3,15,9038128,8,1
97,5,11,8392641,7,1
129,11,11,1205320,8,1
118,11,12,9701519,2,1
43,0,2,0,8,1
64,2,6,8043357,8,1
30,14,7,2798005,3,1
66,8,14,9031594,4,1
82,12,10,2787699,7,1
50,5,16,11737797,4,1
128,7,2,10102679,9,1
88,5,9,1369581,2,1
73,6,13,3181293,8,1
130,5,4,7031381,8,1
52,4,3,2972182,3,1
75,8,2,8806168,2,1
44,5,11,11713985,5,1
48,4,12,10168297,8,1
132,11,15,7428761,5,1
58,8,15,3462041,4,1
102,7,12,1214660,6,1
51,14,12,3257245,3,1
132,5,2,9277631,6,1
56,2,9,7663146,6,1
53,11,13,683651,9,1
60,9,11,8997538,1,1
125,11,5,1864273,3,1
74,9,8,9926123,2,1
132,0,17,0,4,1
133,6,11,5367413,5,1
66,6,12,484001,5,1
69,7,13,8037420,3,1
34,6,19,5719564,7,1
91,4,8,10590753,6,1
137,7,13,7037332,10,1
85,4,15,8999309,7,1
85,9,15,11491163,7,1
103,10,2,8783500,1,1
77,7,10,2351710,7,1
49,5,15,4797616,10,1
50,2,16,3030625,2,1
69,7,16,9022795,4,1
62,11,6,1266109,4,1
114,11,19,7035734,6,1
133,7,4,1564413,2,1
124,11,5,1864346,3,1
60,8,4,9134412,8,1
35,11,13,6473529,8,1
91,4,5,5450451,5,1
97,4,10,4170670,5,1
128,5,5,1745168,2,1
58,8,11,9781139,8,1
68,11,16,8262327,5,1
38,2,15,3015929,2,1
110,1,18,10455786,4,1
143,12,5,1376536,3,1
64,9,15,5670025,6,1
112,7,7,4111277,7,1
90,11,6,1196001,8,1
131,15,10,697671,5,1
105,11,13,6058890,4,1
126,14,12,7182928,5,1
62,3,7,8038466,7,1
117,12,11,1969581,6,1
46,7,8,11633448,6,1
104,2,14,1259645,1,1
134,7,5,5716567,5,1
118,14,11,146965,5,1
89,4,5,6892428,6,1
111,8,8,7672393,1,1
89,4,16,9642455,8,1
67,11,7,930794,7,1
73,13,13,5442630,5,1
38,11,13,6474847,8,1
66,10,8,948715,4,1
125,11,17,6055181,3,1
65,12,7,6058937,6,1
62,9,17,5454474,4,1
48,12,10,4276191,7,1
83,10,15,2005769,8,1
89,11,6,7767071,6,1
47,10,14,2787850,5,1
60,13,10,7899667,7,1
78,9,2,8785820,1,1
64,7,5,9134430,8,1
87,9,10,180504,2,1
60,4,8,504489,8,1
116,10,1,952850,5,1
74,8,9,3174365,8,1
103,12,3,6868588,3,1
94,2,9,7893660,6,1
61,2,18,4523561,2,1
106,14,11,11495468,3,1
118,2,14,6127242,1,1
109,8,15,342997,2,1
46,10,11,7168299,10,1
123,5,15,11830198,8,1
124,11,4,11225993,1,1
58,10,7,4571934,8,1
110,11,10,10560774,3,1
117,11,19,2365194,8,1
120,9,4,8562500,4,1
64,14,16,4146689,5,1
99,13,14,11488899,5,1
81,5,11,802154,3,1
116,11,14,2783728,9,1
63,9,15,9034587,4,1
80,7,9,4659794,4,1
52,12,11,676695,5,1
44,10,15,4272766,5,1
48,13,8,3678734,3,1
132,7,13,2831934,8,1
146,3,9,4541019,2,1
125,5,3,7029894,7,1
133,7,6,5717241,5,1
112,12,4,6868550,3,1
65,3,14,9602264,5,1
50,9,11,11619265,4,1
117,12,17,5717018,5,1
29,10,5,6671031,2,1
113,5,12,8098184,3,1
37,3,9,8626091,5,1
79,11,15,8274125,3,1
111,10,14,2781580,9,1
69,1,9,375916,4,1
53,11,14,11612750,2,1
120,5,15,8102648,5,1
52,11,16,4146745,2,1
36,3,9,8625509,5,1
119,6,15,7034179,4,1
36,7,9,9643666,2,1
69,10,9,2701668,6,1
136,5,2,9939756,5,1
68,9,12,9634533,5,1
101,3,12,7899935,5,1
87,6,16,11773197,5,1
94,4,5,11963204,6,1
144,6,6,11743449,6,1
123,1,12,3176165,5,1
51,7,14,677264,9,1
66,5,16,9039758,6,1
113,3,4,9353337,6,1
128,9,3,8513677,2,1
44,4,15,10046145,2,1
78,9,10,3719575,9,1
69,3,15,5540033,5,1
66,9,5,5446126,4,1
75,12,12,1866616,3,1
97,11,14,1987421,7,1
103,3,16,1888136,7,1
59,10,11,6370035,2,1
60,7,2,2980196,4,1
133,9,5,8563111,6,1
52,9,17,4270049,3,1
59,8,4,9132495,7,1
41,6,15,698089,9,1
53,6,16,5247110,2,1
66,10,12,9636266,5,1
74,8,15,9619009,7,1
66,13,3,7917454,7,1
141,11,10,8393984,4,1
108,8,15,3042592,7,1
102,11,7,1199028,8,1
65,0,9,0,2,1
43,11,15,1608931,4,1
130,5,7,5327083,3,1
78,9,13,7663319,1,1
122,6,2,9944070,8,1
49,7,15,8280276,6,1
54,8,7,4335001,4,1
79,5,3,3255107,7,1
62,11,7,930211,7,1
75,4,17,200837,1,1
37,6,19,164925,5,1
63,8,7,4660267,5,1
76,7,12,9625142,5,1
96,4,8,4664282,6,1
55,5,2,2972877,3,1
79,5,15,7688693,7,1
106,11,11,702768,6,1
130,11,5,1801037,5,1
104,10,2,8783285,2,1
139,0,9,0,2,1
80,9,9,4569984,7,1
83,5,11,4223740,6,1
137,11,20,6051777,3,1
41,4,9,211847,1,1
39,9,7,3242810,6,1
82,7,13,706201,7,1
98,7,12,1215586,5,1
124,5,13,8383541,6,1
129,12,17,7451830,5,1
63,11,12,9641270,5,1
47,9,6,168770,6,1
131,13,19,340544,2,1
86,5,12,347407,1,1
71,13,8,1883758,3,1
124,5,7,5329131,5,1
54,7,5,9913418,4,1
54,3,10,6146855,1,1
62,9,13,2036111,5,1
97,13,9,9343468,9,1
100,6,7,6167532,7,1
36,0,15,0,4,1
78,5,4,1681475,7,1
65,9,11,8996704,1,1
99,13,13,11488423,5,1
45,6,10,1272172,6,1
38,2,15,711783,9,1
103,8,12,8997183,7,1
43,7,7,3254632,6,1
51,10,13,5658913,5,1
95,12,11,10787215,2,1
108,9,2,8810616,3,1
33,13,14,4276621,8,1
111,0,14,0,5,1
61,0,7,0,6,1
113,6,15,7034249,4,1
63,2,11,1364408,2,1
45,9,14,7789705,7,1
137,9,9,1200429,6,1
92,6,16,9641742,8,1
108,4,13,11831541,8,1
119,5,11,7032472,5,1
82,6,10,1235912,4,1
65,11,14,5677084,6,1
65,7,7,1986850,9,1
129,11,5,9697761,6,1
101,4,11,1392717,6,1
63,3,2,6777856,5,1
52,3,14,6803814,7,1
36,7,19,155369,6,1
49,5,14,9815533,2,1
126,12,9,5715286,8,1
82,10,11,316691,3,1
71,3,13,4577859,1,1
62,11,15,9585407,9,1
124,7,11,4106589,7,1
137,9,4,8563662,5,1
66,11,7,6485750,6,1
136,4,16,5355402,5,1
83,11,15,3169173,5,1
49,2,5,1693438,5,1
102,8,12,1214560,6,1
40,10,16,7652772,1,1
69,8,10,2348873,8,1
135,7,19,6028351,1,1
84,5,10,339259,7,1
55,6,6,4578265,4,1
125,13,11,7181137,4,1
30,6,18,145397,7,1
147,3,13,4562356,2,1
39,11,18,364058,1,1
125,5,3,7030003,7,1
126,12,3,1868503,3,1
135,8,13,5374042,7,1
43,5,4,10836856,3,1
40,5,7,213026,2,1
99,8,2,5879658,3,1
127,11,17,9709743,7,1
85,3,8,9012147,9,1
95,7,13,2622955,7,1
53,10,5,338413,7,1
68,10,12,9641355,5,1
146,13,3,2436959,8,1
119,9,18,9709540,9,1
54,12,16,11609801,2,1
109,5,17,10996967,2,1
53,4,19,11245825,8,1
101,7,10,2047756,9,1
48,4,18,11250252,7,1
46,4,12,10429591,5,1
83,4,5,4467964,2,1
141,0,14,0,4,1
92,9,5,2707091,9,1
104,9,16,1596568,3,1
142,5,6,11742694,5,1
90,10,7,7665502,1,1
111,3,8,3177658,2,1
53,4,15,2667902,4,1
49,2,13,11374831,5,1
140,13,20,6030872,3,1
91,7,5,9765787,9,1
63,7,6,4662202,6,1
34,6,11,98419,9,1
65,7,14,5477692,2,1
64,4,3,2984392,7,1
69,10,8,4570476,8,1
61,9,13,2035702,5,1
103,8,18,11812170,4,1
43,7,13,697721,7,1
103,10,5,9927471,8,1
112,12,3,6867535,3,1
143,7,14,5373781,7,1
75,5,7,6166606,6,1
112,1,18,10456428,4,1
73,15,18,145839,4,1
103,11,9,10754588,6,1
106,3,16,1889644,8,1
127,13,10,695215,6,1
100,8,3,9944117,9,1
52,10,13,5660763,5,1
124,4,16,6049123,2,1
45,7,11,9789657,8,1
123,10,16,9695494,4,1
95,1,14,8043305,1,1
69,3,4,2945631,2,1
60,7,2,2980358,4,1
71,0,11,0,2,1
124,6,11,1371999,3,1
65,7,7,1986824,9,1
137,3,15,5350938,6,1
137,5,10,1745795,5,1
53,7,2,6868963,3,1
76,11,12,1186663,4,1
77,6,13,4159987,3,1
83,6,13,349609,1,1
134,5,13,8381952,5,1
86,4,14,9000305,8,1
109,10,13,8993030,6,1
136,2,8,8807159,2,1
62,9,14,9027224,3,1
97,4,11,4170654,4,1
44,5,11,11712892,5,1
38,2,17,2973646,9,1
75,10,14,6643817,3,1
48,10,6,4229878,4,1
52,9,11,1863983,2,1
88,14,4,5463198,3,1
138,7,14,7037207,9,1
62,8,16,3465181,4,1
147,5,9,2278961,2,1
42,3,16,707176,8,1
27,10,15,6436223,7,1
59,14,14,141128,4,1
88,12,6,5352089,3,1
91,2,4,992832,6,1
51,9,11,1863776,2,1
108,4,10,7901898,4,1
53,8,18,4277553,3,1
136,4,12,8812738,5,1
91,8,16,8122175,4,1
88,8,11,1889140,5,1
87,2,6,2916941,2,1
61,8,11,8997097,1,1
134,9,4,8563440,5,1
58,8,10,7899693,8,1
67,8,18,3470379,4,1
131,9,9,1373456,3,1
76,6,12,9619340,6,1
40,6,15,8287219,4,1
38,5,3,5284445,8,1
57,2,11,6145917,1,1
119,9,7,5946765,6,1
92,12,11,10785881,3,1
86,7,5,7429884,9,1
79,10,4,6875105,8,1
33,9,12,7150751,9,1
109,11,10,10558987,3,1
63,7,6,4662568,7,1
59,11,12,9628938,5,1
31,8,14,4482261,3,1
99,14,10,3161829,6,1
52,11,15,6482225,6,1
88,9,11,7666094,1,1
58,7,8,10425427,4,1
55,4,14,2666600,5,1
79,11,13,6674678,1,1
100,9,7,2698599,7,1
107,11,2,953573,4,1
119,11,14,2781990,9,1
86,7,12,6438734,6,1
80,6,13,351366,1,1
86,11,4,6869414,7,1
133,7,4,1564348,2,1
138,10,19,6026004,2,1
106,5,6,9360384,6,1
57,7,7,3426436,6,1
126,13,9,9813006,1,1
84,5,15,11816992,6,1
113,12,11,3943178,6,1
74,1,16,1268205,5,1
135,6,16,3474816,2,1
65,8,9,4225309,5,1
77,9,9,4570128,7,1
113,3,1,8527358,2,1
83,8,8,4561899,7,1
96,11,15,8846477,10,1
42,0,7,0,3,1
102,15,16,141411,4,1
84,11,13,2024177,7,1
148,0,16,0,1,1
90,14,4,5465127,3,1
68,12,16,4148690,4,1
32,9,12,154890,7,1
127,4,11,1883570,7,1
126,5,15,10611189,2,1
109,1,10,989792,7,1
129,9,9,802144,2,1
126,0,3,0,7,1
65,2,15,1270761,7,1
83,11,16,7883309,4,1
100,10,11,11481226,5,1
57,6,7,4778311,5,1
83,10,4,6870027,8,1
79,2,12,2481689,4,1
84,3,6,8064386,6,1
54,8,5,7853889,5,1
66,5,12,1212684,4,1
112,2,14,3178196,7,1
110,8,12,7030641,8,1
45,10,6,3253463,5,1
69,10,8,4567458,8,1
85,3,13,9688181,5,1
108,11,18,7035460,6,1
85,4,8,382122,4,1
103,4,17,9641230,9,1
55,5,2,2970606,3,1
119,9,15,8123609,2,1
105,1,18,5247790,3,1
85,4,12,3042695,8,1
42,6,1,6775047,8,1
115,0,10,0,5,1
37,0,15,0,4,1
127,0,14,0,4,1
103,6,9,5718470,5,1
58,9,13,10048244,5,1
68,9,15,8278493,3,1
46,10,13,2222809,1,1
55,12,9,7655097,1,1
38,10,16,4125707,2,1
104,2,2,4467415,2,1
123,4,15,6051402,2,1
74,3,12,1233658,3,1
124,10,4,11220377,1,1
43,4,4,10839994,5,1
137,1,14,9134782,8,1
107,9,2,8806026,3,1
96,6,15,3042336,8,1
131,12,15,9699547,3,1
102,12,15,6672359,1,1
62,12,6,7658072,1,1
69,13,11,10049817,7,1
96,1,11,993557,8,1
69,4,16,6480638,7,1
48,11,18,146585,5,1
83,7,6,7034914,8,1
57,2,13,3193722,5,1
95,5,9,9002922,8,1
75,1,8,8043950,6,1
110,8,10,7029873,8,1
132,10,1,1860492,2,1
80,12,14,6048266,5,1
109,11,4,2706837,8,1
120,8,16,1745065,9,1
77,5,15,7689399,7,1
58,8,17,5720126,7,1
97,8,11,9787084,3,1
127,6,2,9943400,8,1
138,4,8,10752036,6,1
63,4,3,2983051,6,1
117,13,16,147552,4,1
66,13,11,7895555,7,1
66,8,19,5721227,6,1
35,9,12,6363805,4,1
77,6,17,5645297,7,1
40,1,15,2980312,9,1
79,12,8,6370763,1,1
48,13,8,3678538,3,1
45,3,5,5909729,1,1
134,5,5,1747005,2,1
101,2,12,8749950,3,1
136,0,12,0,5,1
51,0,2,0,8,1
147,13,2,2436842,7,1
76,3,2,6805667,3,1
69,7,12,1204414,4,1
91,2,7,2919204,2,1
115,10,12,9701212,2,1
120,12,6,6628836,7,1
97,14,9,3162951,7,1
61,8,16,9585532,8,1
69,3,10,1366102,2,1
64,3,13,4578851,1,1
116,4,4,9357540,6,1
127,11,12,1204185,7,1
132,11,13,2421415,3,1
68,12,13,1868114,4,1
125,6,15,10607873,2,1
67,7,9,3178603,6,1
47,7,11,9788233,8,1
107,5,13,3448869,5,1
44,7,10,1272147,6,1
85,13,3,6362021,2,1
60,11,9,2779730,2,1
29,10,12,7157299,9,1
88,10,14,1725814,3,1
113,2,16,1891007,8,1
90,11,15,6500175,3,1
84,14,10,9343909,9,1
64,11,7,6485751,7,1
40,8,18,6541632,6,1
97,9,13,3030412,7,1
132,0,18,0,4,1
105,12,13,7437635,4,1
65,6,16,9038675,5,1
60,1,16,1272447,7,1
46,8,9,11635360,6,1
109,6,7,3946170,5,1
125,14,12,7183341,5,1
55,5,2,2973432,3,1
59,7,8,4675019,4,1
72,3,12,1232510,3,1
138,3,13,4660826,1,1
54,7,18,692661,6,1
52,5,6,6805408,7,1
61,11,12,9637208,5,1
137,12,6,9820360,3,1
128,6,5,5713598,5,1
108,1,17,10453723,4,1
38,5,3,5284157,8,1
96,11,9,9524304,2,1
87,11,8,3017359,7,1
99,3,12,7895236,5,1
130,15,17,179408,6,1
130,13,9,9811870,1,1
114,10,9,1255366,3,1
52,5,15,4797658,10,1
49,7,11,2050335,9,1
125,0,3,0,6,1
67,3,9,7666109,6,1
60,4,9,1216674,4,1
108,10,7,9897315,6,1
129,14,8,6618635,6,1
117,15,8,6595296,6,1
104,11,12,2783980,9,1
132,11,11,1206122,8,1
141,10,10,8392846,4,1
136,11,18,6032659,3,1
28,0,11,0,4,1
131,8,14,8125346,2,1
101,8,16,176638,2,1
47,7,10,9788618,9,1
134,4,8,5327501,4,1
70,0,14,0,5,1
82,0,6,0,7,1
132,5,2,9277605,6,1
107,9,11,9700479,2,1
86,8,11,6435936,6,1
54,4,7,4487819,5,1
60,2,14,3192751,5,1
80,5,15,7688240,7,1
47,0,8,0,1,1
97,3,12,4168608,3,1
32,11,6,6672337,1,1
85,14,11,6571999,5,1
87,10,15,11491132,7,1
56,6,8,4685961,4,1
73,10,15,7150301,8,1
132,8,6,5716297,6,1
102,2,11,7901631,5,1
118,13,18,193316,6,1
52,4,13,9819297,3,1
118,2,14,6067936,2,1
43,9,15,7655481,2,1
89,8,11,9788692,3,1
75,10,15,8275898,3,1
95,0,10,26,6,1
109,8,14,3043130,7,1
52,7,4,7852026,6,1
78,10,11,1726299,3,1
140,8,4,8566852,6,1
89,0,7,0,7,1
66,3,6,9695472,2,1
71,11,15,2944209,7,1
97,7,2,1186039,6,1
57,9,19,166611,7,1
118,10,6,5950313,7,1
99,14,14,11489073,5,1
76,5,7,6167413,6,1
100,6,8,1698396,8,1
42,4,4,1857412,1,1
80,10,12,1186222,4,1
86,5,5,5449798,5,1
95,15,10,6572740,5,1
89,7,10,2969843,8,1
47,9,13,5640640,4,1
126,0,3,0,6,1
117,7,6,7029572,8,1
142,12,9,8395771,4,1
100,9,5,9944027,7,1
123,8,6,941924,4,1
91,14,2,6361817,2,1
45,7,15,8282785,5,1
134,4,8,5327467,4,1
46,10,6,4228349,4,1
98,8,2,6146744,7,1
69,3,16,9041436,8,1
73,7,6,2005641,9,1
84,3,13,9688505,5,1
85,5,2,4451710,4,1
84,8,17,7881600,5,1
136,0,10,0,7,1
58,7,17,4268953,2,1
123,5,15,6055329,3,1
